,年份,月份,測站,平均,最高/日期,最低/日期,降水量(毫米),最大十分鐘風,最大瞬間風,相對溼度平均,最小相對溼度/日期,氣壓(百帕),降水日數(天),日照時數(小時)
3165,2018,4,彭佳嶼,19.2,25.8/19,10.3/9,68.8,18.4/160.0/4,25.2/340.0/20,74,46/11,1005.6,14,163.1
3166,2018,4,基隆,19.4,29.1/5,11.0/23,69.4,9.8/10.0/8,17.4/360.0/20,73,32/23,1013.9,15,148.8
3167,2018,4,臺北,20.6,30.7/29,11.0/10,37.3,7.0/70.0/1,13.9/40.0/30,69,26/23,1013.2,10,161.1
3168,2018,4,鞍部,13.9,26.2/18,4.0/9,104.0,12.0/360.0/21,21.1/160.0/20,86,41/23,923.1,14,124.4
3169,2018,4,竹子湖,15.6,25.4/19,6.1/9,62.1,9.6/360.0/5,19.2/20.0/5,80,29/12,947.4,13,161.0
3170,2018,4,淡水,19.8,31.5/29,9.3/10,28.0,6.7/20.0/5,17.9/290.0/20,70,25/23,1014.9,5,166.3
3171,2018,4,(原板橋),19.9,30.2/29,9.3/23,34.5,6.6/60.0/10,13.2/70.0/17,74,31/13,1015.6,8,140.4
3172,2018,4,新屋,19.0,28.2/31,10.9/23,47.6,12.4/40.0/5,20.0/30.0/9,76,31/24,1013.9,10,167.2
3173,2018,4,新竹,19.3,30.0/31,10.5/11,53.5,6.3/20.0/9,15.1/70.0/30,73,26/24,1013.1,4,181.6
3174,2018,4,臺中,20.8,31.9/5,10.9/10,35.5,5.7/10.0/8,11.1/360.0/7,73,21/23,1005.7,3,213.0
3175,2018,4,梧棲,19.9,28.8/5,10.8/8,41.0,13.6/350.0/9,24.5/360.0/9,74,36/23,1013.0,3,198.0
3176,2018,4,日月潭,16.8,28.2/3,6.5/10,45.0,4.6/140.0/20,13.4/330.0/5,73,30/23,903.4,7,195.1
3177,2018,4,嘉義,21.0,32.4/5,10.4/10,31.5,7.5/10.0/21,12.7/20.0/21,77,26/23,1012.1,3,221.9
3178,2018,4,阿里山,8.9,18.6/4,-0.6/10,101.4,5.3/150.0/4,11.3/150.0/4,71,17/24,764.7,9,177.6
3179,2018,4,玉山,1.4,16.6/31,-10.3/10,16.0,15.6/210.0/15,27.1/270.0/20,60,7/24,642.3,5,204.4
3180,2018,4,臺南,22.3,31.2/5,11.4/9,19.0,10.1/350.0/8,17.5/350.0/8,70,29/23,1012.8,4,249.7
3181,2018,4,高雄,23.5,31.0/5,12.8/9,57.0,8.4/350.0/21,14.9/360.0/21,65,36/24,1015.0,5,255.7
3182,2018,4,恆春,23.9,32.3/4,16.7/9,14.6,10.7/30.0/6,22.2/30.0/9,64,36/11,1012.7,4,236.0
3183,2018,4,宜蘭,20.5,29.6/5,11.7/23,40.2,9.5/40.0/5,16.6/60.0/5,72,42/11,1016.2,15,148.8
3184,2018,4,蘇澳,20.1,28.3/5,11.2/10,119.2,10.3/60.0/5,21.4/70.0/5,75,43/11,1014.2,13,125.5
3185,2018,4,花蓮,21.0,29.0/5,11.8/10,67.5,11.2/50.0/5,19.0/50.0/5,75,39/31,1014.5,13,110.6
3186,2018,4,成功,21.0,28.6/20,12.3/10,128.4,10.4/10.0/5,20.1/10.0/5,76,45/11,1011.8,20,99.4
3187,2018,4,臺東,22.1,32.7/20,13.4/10,38.4,6.8/40.0/5,19.2/30.0/5,72,38/20,1015.1,10,147.1
3188,2018,4,大武,22.7,36.6/5,13.1/10,70.1,9.1/20.0/5,18.9/30.0/5,69,36/3,1014.9,13,149.2
3189,2018,4,蘭嶼,20.5,27.6/4,13.7/9,80.3,18.3/30.0/6,30.7/30.0/6,79,51/25,978.6,14,149.9
3190,2018,4,馬祖,14.0,25.7/5,7.0/10,69.3,8.7/200.0/4,16.3/60.0/5,83,52/21,1008.0,7,150.5
3191,2018,4,金門,16.9,28.4/30,8.1/10,35.4,11.9/70.0/5,23.2/60.0/5,75,37/10,1013.9,5,199.1
3192,2018,4,澎湖,21.1,30.1/5,14.5/9,45.2,10.0/20.0/9,21.1/350.0/9,75,47/23,1014.6,3,207.7
3193,2018,4,東吉島,21.8,29.5/5,15.6/9,29.2,20.3/30.0/8,26.4/20.0/8,75,46/23,1011.0,4,214.0
3194,2018,5,彭佳嶼,21.2,28.9/30,12.5/6,89.8,15.2/40.0/14,24.0/360.0/6,77,41/7,1003.6,8,171.6
3195,2018,5,基隆,22.6,31.3/23,13.1/8,108.7,9.7/360.0/6,19.2/20.0/6,74,36/1,1011.7,9,144.5
3196,2018,5,臺北,23.5,34.3/23,13.6/7,59.6,7.6/50.0/16,15.0/50.0/16,66,34/10,1011.0,9,115.8
3197,2018,5,鞍部,16.8,27.1/13,6.1/7,129.8,8.2/80.0/16,17.7/350.0/6,87,43/25,922.1,10,106.7
3198,2018,5,竹子湖,18.4,29.2/23,7.4/7,97.5,8.9/30.0/6,17.9/20.0/6,80,40/25,946.0,10,125.0
3199,2018,5,淡水,23.3,33.3/23,13.3/18,72.5,6.6/20.0/6,18.1/40.0/6,70,37/1,1012.7,8,149.1
3200,2018,5,(原板橋),23.0,33.6/23,13.2/7,74.0,5.9/60.0/16,13.5/70.0/16,71,43/10,1013.3,8,118.0
3201,2018,5,新屋,22.6,30.6/23,13.0/7,75.2,11.2/30.0/6,19.8/40.0/6,76,46/8,1011.7,9,160.1
3202,2018,5,新竹,23.0,31.6/22,13.1/7,61.7,5.8/10.0/6,14.5/30.0/6,72,33/10,1010.9,7,140.2
3203,2018,5,臺中,24.3,33.4/23,14.7/8,30.5,5.8/20.0/6,11.9/190.0/23,71,36/10,1003.8,4,155.7
3204,2018,5,梧棲,23.6,30.3/14,14.3/8,14.5,14.1/350.0/6,27.5/30.0/6,71,33/8,1011.1,3,184.7
3205,2018,5,日月潭,18.8,30.0/23,9.6/7,108.0,5.0/30.0/12,10.9/200.0/23,79,40/9,902.8,8,102.0
3206,2018,5,嘉義,24.6,34.2/23,13.4/8,7.8,7.2/10.0/6,11.9/340.0/6,75,40/10,1010.3,3,181.0
3207,2018,5,阿里山,12.0,19.3/23,1.5/8,112.4,5.7/150.0/23,13.2/270.0/12,77,13/10,765.4,12,124.9
3208,2018,5,玉山,4.8,17.1/5,-5.6/8,96.0,17.1/220.0/23,25.2/210.0/23,76,10/8,644.0,10,195.5
3209,2018,5,臺南,25.6,32.5/23,16.2/8,0.5,11.1/350.0/6,20.6/350.0/7,68,39/10,1011.0,1,217.5
3210,2018,5,高雄,26.3,33.2/23,17.4/7,9.5,7.2/350.0/6,12.0/150.0/23,67,45/10,1013.2,4,219.9
3211,2018,5,恆春,25.6,32.9/30,18.6/8,8.0,12.6/30.0/7,26.0/20.0/7,68,37/2,1011.1,1,198.1
3212,2018,5,宜蘭,22.6,31.1/23,12.9/8,25.8,9.4/90.0/6,14.1/90.0/6,74,45/7,1014.2,11,107.7
3213,2018,5,蘇澳,22.2,30.4/14,12.9/8,48.5,9.6/50.0/6,19.6/60.0/6,77,46/7,1012.3,11,117.9
3214,2018,5,花蓮,22.8,30.0/30,15.0/9,31.0,11.1/50.0/6,20.5/70.0/6,74,50/7,1012.8,11,117.2
3215,2018,5,成功,22.8,30.7/24,15.5/7,103.5,9.9/20.0/15,18.1/20.0/24,79,56/9,1010.2,12,77.8
3216,2018,5,臺東,23.9,31.3/23,16.5/8,74.0,6.6/30.0/6,15.4/20.0/6,75,49/9,1013.5,14,112.5
3217,2018,5,大武,24.4,36.8/12,16.7/9,39.5,9.2/20.0/6,18.4/20.0/6,71,41/12,1013.2,13,129.3
3218,2018,5,蘭嶼,22.1,27.8/23,15.3/7,176.2,20.5/30.0/7,35.5/40.0/7,83,56/9,977.4,13,128.6
3219,2018,5,馬祖,18.9,28.9/11,10.7/6,46.4,9.5/200.0/23,17.1/210.0/23,81,53/10,1005.0,8,148.5
3220,2018,5,金門,21.1,31.7/30,11.0/8,19.8,10.0/70.0/6,20.1/40.0/6,76,34/8,1011.2,6,175.7
3221,2018,5,澎湖,24.4,32.0/23,17.5/9,14.2,10.8/20.0/6,22.2/360.0/6,76,44/9,1012.6,6,217.2
3222,2018,5,東吉島,24.5,31.2/12,18.9/7,15.3,20.6/20.0/7,28.4/360.0/6,78,43/9,1009.3,3,220.9
3223,2018,6,彭佳嶼,25.3,32.6/31,17.8/3,6.5,16.9/280.0/8,21.8/270.0/8,82,49/4,1000.0,2,240.5
3224,2018,6,基隆,26.7,35.0/27,19.8/3,52.0,7.9/220.0/8,13.8/240.0/8,70,44/27,1008.1,7,207.7
3225,2018,6,臺北,28.2,38.2/27,20.0/3,42.0,7.5/80.0/23,14.4/80.0/23,64,36/27,1007.4,4,137.3
3226,2018,6,鞍部,21.3,29.9/27,12.4/3,37.0,8.2/10.0/8,15.6/20.0/8,87,52/26,920.2,5,146.0
3227,2018,6,竹子湖,22.9,32.0/27,15.2/10,29.1,7.6/30.0/3,16.4/10.0/3,80,49/27,943.6,5,179.7
3228,2018,6,淡水,27.4,34.2/7,18.4/10,60.5,5.1/150.0/4,12.9/150.0/4,74,46/10,1009.3,2,215.5
3229,2018,6,(原板橋),27.8,37.2/27,20.4/3,35.0,7.4/50.0/10,13.6/50.0/10,70,47/27,1009.7,3,186.8
3230,2018,6,新屋,26.7,33.1/30,20.4/10,24.2,14.1/270.0/8,21.4/260.0/8,79,52/4,1008.3,1,241.7
3231,2018,6,新竹,27.4,34.7/27,20.3/10,59.0,6.0/280.0/7,16.5/280.0/26,74,43/5,1007.7,3,228.4
3232,2018,6,臺中,28.3,36.3/28,20.3/10,73.0,4.4/170.0/27,9.8/340.0/3,74,49/28,1001.0,3,218.8
3233,2018,6,梧棲,27.3,33.4/27,19.9/10,67.0,13.2/350.0/3,20.5/360.0/3,75,52/5,1008.2,2,262.0
3234,2018,6,日月潭,22.3,32.7/28,17.3/9,95.0,5.2/280.0/29,11.8/320.0/8,79,51/28,901.7,6,155.7
3235,2018,6,嘉義,28.5,35.5/29,21.3/10,46.5,8.3/240.0/6,14.0/260.0/6,76,49/6,1007.6,3,247.5
3236,2018,6,阿里山,14.1,20.8/26,8.5/11,116.1,4.6/280.0/8,12.6/310.0/8,86,30/2,766.0,12,171.2
3237,2018,6,玉山,8.0,20.4/16,2.5/9,152.0,11.6/270.0/7,22.0/270.0/8,75,19/19,645.5,5,219.0
3238,2018,6,臺南,28.9,34.2/28,22.3/9,83.9,8.2/180.0/6,12.2/180.0/6,71,46/22,1008.4,3,277.7
3239,2018,6,高雄,29.1,33.7/29,23.2/9,58.7,6.3/310.0/26,10.4/320.0/26,72,59/23,1010.7,4,289.3
3240,2018,6,恆春,28.6,35.0/31,23.5/13,4.0,10.4/40.0/3,21.2/40.0/3,73,52/24,1008.5,3,275.7
3241,2018,6,宜蘭,27.0,34.9/30,20.0/3,33.1,7.9/110.0/23,14.3/10.0/8,76,53/11,1010.4,8,191.3
3242,2018,6,蘇澳,26.7,33.6/30,19.4/3,33.0,8.2/50.0/8,16.0/350.0/3,78,55/11,1008.5,4,198.4
3243,2018,6,花蓮,27.0,34.3/29,19.9/4,25.7,8.6/50.0/3,15.0/30.0/3,75,55/10,1009.1,10,221.1
3244,2018,6,成功,26.3,32.2/26,20.7/4,68.9,9.3/30.0/3,16.6/30.0/3,85,64/26,1006.7,14,212.1
3245,2018,6,臺東,27.7,33.3/7,21.1/9,22.8,5.7/190.0/7,16.0/50.0/3,78,56/7,1010.1,5,214.4
3246,2018,6,大武,27.8,37.9/17,20.6/5,38.1,8.4/20.0/3,15.3/30.0/3,71,39/7,1009.9,4,245.7
3247,2018,6,蘭嶼,25.4,31.1/27,20.3/11,40.2,22.6/260.0/26,31.4/260.0/26,83,51/26,975.0,7,210.6
3248,2018,6,馬祖,24.0,31.3/30,14.1/3,70.3,11.4/210.0/6,20.2/190.0/16,81,58/24,1000.6,10,179.4
3249,2018,6,金門,25.7,33.7/28,19.0/11,227.8,10.7/260.0/7,19.4/150.0/7,82,33/4,1007.4,5,211.3
3250,2018,6,澎湖,27.5,34.6/31,22.9/8,39.5,8.9/40.0/3,18.1/30.0/3,82,60/25,1009.9,2,314.8
3251,2018,6,東吉島,27.5,34.8/31,22.8/8,15.8,13.7/30.0/10,18.9/10.0/3,81,63/12,1006.6,2,311.3
3252,2018,7,彭佳嶼,26.1,31.7/24,20.1/1,69.3,15.7/270.0/19,21.7/70.0/14,86,62/12,995.2,7,171.4
3253,2018,7,基隆,27.2,35.5/28,21.9/12,244.5,9.4/360.0/15,16.5/360.0/15,79,48/28,1003.2,16,124.3
3254,2018,7,臺北,28.5,37.8/28,22.2/1,119.8,7.6/80.0/1,14.3/80.0/1,69,36/12,1002.5,13,105.7
3255,2018,7,鞍部,21.9,28.3/26,15.3/1,152.2,9.7/360.0/11,20.1/350.0/15,89,35/11,916.1,15,94.0
3256,2018,7,竹子湖,23.6,30.8/30,17.4/1,151.0,7.8/30.0/14,16.9/20.0/14,83,47/12,939.2,14,124.4
3257,2018,7,淡水,28.0,36.5/7,21.0/12,42.0,5.4/20.0/11,15.3/120.0/13,75,29/12,1004.3,6,166.5
3258,2018,7,(原板橋),28.3,36.1/28,21.9/12,46.1,7.1/220.0/23,14.4/210.0/19,75,43/12,1004.8,11,142.0
3259,2018,7,新屋,27.4,32.9/30,20.9/1,63.7,13.0/230.0/19,21.7/220.0/19,80,44/12,1003.3,10,175.2
3260,2018,7,新竹,28.5,36.0/8,22.1/1,71.2,6.5/280.0/21,15.2/280.0/23,73,33/12,1002.6,9,184.6
3261,2018,7,臺中,28.7,35.8/6,24.0/20,234.0,6.4/20.0/15,13.4/40.0/15,76,45/16,996.0,10,158.9
3262,2018,7,梧棲,28.1,33.2/13,22.5/2,69.5,16.0/360.0/15,25.9/350.0/15,76,46/12,1003.0,9,198.5
3263,2018,7,日月潭,22.6,31.9/5,18.7/27,427.0,5.2/290.0/27,11.5/210.0/19,80,51/9,897.4,16,106.2
3264,2018,7,嘉義,28.5,36.7/6,23.1/28,428.2,7.0/250.0/23,12.6/250.0/19,79,45/6,1002.6,18,176.0
3265,2018,7,阿里山,14.4,22.0/3,8.2/26,812.3,4.5/150.0/13,12.1/150.0/18,96,55/26,762.5,30,87.4
3266,2018,7,玉山,8.3,17.7/9,2.8/11,429.0,18.9/200.0/18,26.0/190.0/18,91,21/9,642.7,23,128.8
3267,2018,7,臺南,29.0,35.2/5,23.9/20,555.5,9.4/180.0/18,18.3/190.0/18,75,47/13,1003.3,15,195.8
3268,2018,7,高雄,29.1,34.2/8,24.5/20,835.0,10.9/180.0/14,18.8/180.0/14,75,57/13,1005.5,14,200.8
3269,2018,7,恆春,28.8,35.7/6,24.0/16,488.0,8.8/30.0/13,17.5/30.0/13,80,36/12,1003.6,12,203.6
3270,2018,7,宜蘭,27.8,34.2/9,21.8/12,245.3,7.7/110.0/14,12.7/90.0/14,79,46/12,1005.5,16,143.8
3271,2018,7,蘇澳,27.3,34.1/7,22.2/12,328.0,8.8/60.0/14,16.9/50.0/14,81,47/12,1003.6,15,155.8
3272,2018,7,花蓮,27.8,34.1/21,23.2/1,122.5,11.9/200.0/18,17.6/200.0/18,78,51/12,1004.0,16,161.1
3273,2018,7,成功,27.1,32.8/8,22.9/16,216.1,7.9/190.0/23,16.1/190.0/19,84,40/12,1001.5,16,167.1
3274,2018,7,臺東,28.3,34.3/9,23.7/16,206.2,6.4/190.0/22,14.3/200.0/22,81,41/12,1004.9,12,189.8
3275,2018,7,大武,28.2,36.7/28,23.0/16,490.5,7.3/30.0/16,12.6/30.0/16,77,46/28,1004.9,11,194.6
3276,2018,7,蘭嶼,26.0,30.6/9,21.0/12,416.0,24.3/230.0/15,36.7/220.0/14,86,56/12,970.0,21,120.3
3277,2018,7,馬祖,25.2,32.8/27,18.3/1,84.9,10.4/210.0/19,18.9/230.0/19,84,53/2,996.3,13,143.3
3278,2018,7,金門,27.1,34.1/15,21.7/2,109.5,12.5/230.0/19,22.3/230.0/18,81,41/16,1002.8,10,164.6
3279,2018,7,澎湖,28.1,34.4/5,24.6/19,116.4,8.7/190.0/18,17.9/140.0/18,83,57/12,1004.7,9,189.7
3280,2018,7,東吉島,28.1,33.4/6,24.6/19,343.0,17.0/30.0/15,23.4/220.0/19,82,65/16,1001.4,12,207.0
3281,2018,8,彭佳嶼,27.9,33.4/6,22.9/11,204.0,35.4/150.0/11,52.0/150.0/11,85,64/6,993.5,6,269.9
3282,2018,8,基隆,29.6,36.3/30,24.4/11,135.8,11.8/320.0/11,22.8/180.0/11,72,43/4,1001.4,8,227.4
3283,2018,8,臺北,30.3,38.5/6,24.9/11,190.3,8.9/310.0/10,20.9/310.0/10,65,39/6,1000.8,8,186.1
3284,2018,8,鞍部,23.1,29.4/26,19.3/12,312.0,17.9/340.0/11,35.1/340.0/11,87,58/5,914.9,9,139.6
3285,2018,8,竹子湖,24.8,31.1/6,20.9/22,350.4,5.9/200.0/11,20.6/350.0/11,82,50/31,938.1,9,169.7
3286,2018,8,淡水,28.0,35.9/9,22.7/10,167.5,7.9/280.0/11,23.0/250.0/11,80,49/2,1002.6,6,229.2
3287,2018,8,(原板橋),30.0,37.2/6,24.3/8,209.7,9.2/210.0/4,19.5/190.0/3,71,48/6,1003.2,8,227.8
3288,2018,8,新屋,29.3,36.5/18,24.9/12,57.3,15.4/230.0/11,24.4/230.0/11,77,51/9,1001.6,9,257.2
3289,2018,8,新竹,29.9,36.8/19,24.8/1,67.2,7.1/280.0/6,17.3/280.0/6,70,50/19,1001.1,7,229.7
3290,2018,8,臺中,28.6,35.4/17,23.7/1,347.0,6.0/170.0/7,11.5/30.0/10,82,56/30,995.0,15,146.1
3291,2018,8,梧棲,29.1,34.8/18,23.9/2,205.5,13.6/330.0/11,21.3/340.0/10,76,55/29,1001.9,10,214.2
3292,2018,8,日月潭,22.7,33.5/17,18.7/7,316.0,6.2/150.0/2,12.3/310.0/11,80,44/17,896.7,17,114.7
3293,2018,8,嘉義,29.0,36.5/18,23.7/8,377.9,7.4/130.0/8,13.8/150.0/8,79,50/30,1001.6,22,173.3
3294,2018,8,阿里山,14.2,22.9/20,8.9/14,625.9,4.5/360.0/10,11.4/340.0/11,93,47/16,761.9,25,82.8
3295,2018,8,玉山,7.6,18.9/18,2.1/28,342.5,18.6/90.0/17,27.6/90.0/17,90,22/28,642.1,22,145.4
3296,2018,8,臺南,29.2,35.2/17,23.7/14,406.0,7.8/170.0/11,14.2/230.0/1,75,52/18,1002.5,18,200.1
3297,2018,8,高雄,29.2,33.9/18,24.3/3,410.0,6.9/350.0/2,11.5/360.0/10,76,60/16,1004.6,14,208.6
3298,2018,8,恆春,28.7,33.2/31,24.7/7,249.5,11.3/30.0/17,22.9/30.0/17,81,51/28,1002.5,22,187.5
3299,2018,8,宜蘭,29.2,36.3/21,24.9/11,91.6,8.6/330.0/10,16.5/290.0/10,75,49/21,1004.0,9,212.3
3300,2018,8,蘇澳,28.7,33.9/31,25.1/10,99.0,9.6/160.0/11,21.6/290.0/10,76,52/31,1002.1,9,220.5
3301,2018,8,花蓮,28.8,36.3/10,24.7/10,36.5,11.3/180.0/11,16.1/170.0/11,73,45/10,1002.9,9,225.3
3302,2018,8,成功,27.6,34.1/4,23.3/10,136.1,9.0/30.0/16,13.8/40.0/16,78,52/10,1000.4,11,232.9
3303,2018,8,臺東,28.8,34.2/4,23.9/13,111.1,6.5/190.0/11,13.6/180.0/11,78,44/10,1003.7,10,219.4
3304,2018,8,大武,28.7,35.0/11,23.6/20,272.4,8.5/30.0/17,16.5/30.0/17,73,48/11,1003.7,16,213.4
3305,2018,8,蘭嶼,26.3,30.8/1,21.6/14,135.5,22.3/260.0/4,33.6/260.0/2,82,55/26,968.9,17,161.9
3306,2018,8,馬祖,27.9,35.0/29,23.3/11,120.5,20.6/190.0/11,36.2/350.0/11,85,61/31,994.5,5,242.8
3307,2018,8,金門,29.3,35.5/27,25.0/21,3.5,9.2/240.0/11,16.2/30.0/17,78,48/10,1001.4,2,256.2
3308,2018,8,澎湖,29.2,34.3/25,25.5/2,23.2,7.4/260.0/2,13.8/20.0/10,85,63/9,1003.6,6,249.9
3309,2018,8,東吉島,29.2,34.5/26,22.8/6,153.5,14.8/220.0/6,20.7/220.0/2,83,70/28,1000.5,5,249.5
3310,2018,9,彭佳嶼,28.4,33.1/11,23.1/1,211.5,20.0/160.0/27,32.1/280.0/1,80,48/7,991.6,14,211.5
3311,2018,9,基隆,28.9,36.5/1,24.7/31,92.0,7.2/340.0/12,14.5/320.0/12,74,44/1,999.6,17,192.2
3312,2018,9,臺北,29.5,37.2/2,24.3/31,186.8,8.0/90.0/3,13.8/60.0/3,70,42/2,999.2,19,128.0
3313,2018,9,鞍部,22.7,28.3/17,18.7/31,288.2,9.5/340.0/12,17.2/340.0/12,91,57/10,913.4,19,97.0
3314,2018,9,竹子湖,24.3,31.0/3,20.1/31,300.9,5.2/30.0/22,10.9/20.0/15,86,59/10,936.5,19,133.5
3315,2018,9,淡水,29.0,36.6/7,24.2/31,165.0,4.3/130.0/17,11.6/280.0/2,77,38/7,1000.8,12,165.8
3316,2018,9,(原板橋),29.0,36.6/2,23.9/30,188.4,5.8/70.0/23,14.4/90.0/23,75,51/17,1001.6,17,156.8
3317,2018,9,新屋,28.7,34.5/5,24.4/30,207.4,11.7/240.0/2,18.0/240.0/2,81,58/9,1000.2,18,190.9
3318,2018,9,新竹,29.0,35.8/5,24.1/30,264.4,5.3/280.0/17,13.3/290.0/17,73,48/7,999.7,13,175.5
3319,2018,9,臺中,27.9,35.1/1,23.6/31,408.5,5.3/180.0/28,11.0/150.0/24,83,55/11,993.3,20,112.0
3320,2018,9,梧棲,28.3,33.2/5,23.0/23,533.0,9.7/340.0/23,17.5/170.0/28,79,62/10,1000.2,20,163.6
3321,2018,9,日月潭,22.2,30.9/4,18.8/29,556.5,6.3/160.0/16,10.9/150.0/16,89,59/1,895.0,23,91.3
3322,2018,9,嘉義,28.3,35.3/5,22.8/23,858.5,8.5/220.0/24,18.8/130.0/23,78,49/11,1000.0,24,144.1
3323,2018,9,阿里山,14.1,20.2/23,10.1/8,894.2,4.9/270.0/24,14.1/310.0/24,90,50/8,760.4,29,68.2
3324,2018,9,玉山,7.2,17.9/7,3.0/7,614.0,16.5/210.0/24,27.7/220.0/24,93,30/8,640.9,24,94.0
3325,2018,9,臺南,27.8,34.4/12,22.5/23,1301.0,12.2/230.0/23,21.5/250.0/23,81,51/12,1001.0,26,119.1
3326,2018,9,高雄,28.0,34.1/16,23.0/23,1600.5,8.9/230.0/23,19.3/200.0/23,79,58/12,1003.2,26,127.7
3327,2018,9,恆春,27.8,34.3/8,23.4/26,1400.5,8.5/250.0/23,21.2/260.0/23,88,45/8,1001.1,23,118.4
3328,2018,9,宜蘭,29.1,37.6/11,24.4/31,145.1,7.6/110.0/18,13.4/130.0/13,76,47/12,1002.1,11,187.0
3329,2018,9,蘇澳,28.4,33.9/12,23.2/30,117.5,10.4/170.0/27,19.4/170.0/27,77,50/12,1000.0,13,187.7
3330,2018,9,花蓮,28.5,35.1/4,24.1/30,317.0,11.7/200.0/27,17.3/200.0/27,79,55/8,1001.0,16,189.7
3331,2018,9,成功,27.3,34.4/13,23.1/30,507.7,11.4/170.0/28,18.7/180.0/27,82,57/2,998.7,15,165.7
3332,2018,9,臺東,28.5,34.0/12,23.0/30,493.1,4.3/190.0/23,12.1/230.0/28,81,54/8,1002.0,11,170.7
3333,2018,9,大武,27.5,36.4/3,22.5/23,679.9,5.8/190.0/23,13.2/180.0/23,79,45/3,1002.0,20,156.8
3334,2018,9,蘭嶼,25.8,30.8/11,21.8/28,490.0,22.1/240.0/23,35.5/250.0/23,87,65/7,967.6,19,117.9
3335,2018,9,馬祖,28.1,36.0/12,24.4/31,129.1,9.2/90.0/24,19.0/90.0/24,84,52/13,993.1,13,233.6
3336,2018,9,金門,28.8,36.9/23,24.1/29,183.0,12.8/270.0/2,19.5/280.0/2,80,45/10,999.8,12,182.3
3337,2018,9,澎湖,28.4,34.6/2,24.2/30,611.2,12.6/300.0/23,19.2/200.0/29,86,62/11,1001.9,21,180.9
3338,2018,9,東吉島,28.5,33.9/11,23.5/28,898.5,18.5/220.0/28,25.3/200.0/28,82,68/10,998.6,16,175.3
3339,2018,10,彭佳嶼,27.2,32.6/4,23.5/10,212.8,22.0/340.0/29,30.7/340.0/29,79,52/30,998.4,8,223.3
3340,2018,10,基隆,27.9,36.3/4,21.6/30,558.4,12.3/10.0/28,22.1/100.0/15,72,45/4,1006.2,14,163.7
3341,2018,10,臺北,28.2,37.8/17,20.4/30,321.9,8.5/80.0/15,19.7/80.0/15,70,41/17,1005.8,18,148.1
3342,2018,10,鞍部,21.6,29.8/17,15.7/30,1076.5,11.9/350.0/29,28.2/180.0/16,90,62/4,918.9,16,101.9
3343,2018,10,竹子湖,23.2,31.2/17,16.8/30,885.5,8.4/20.0/10,16.1/20.0/10,85,59/2,942.2,14,134.3
3344,2018,10,淡水,27.0,34.7/18,19.6/30,391.0,6.5/20.0/9,18.5/140.0/16,81,49/30,1007.4,11,174.4
3345,2018,10,(原板橋),27.8,36.8/17,19.7/30,158.6,6.4/60.0/14,22.3/70.0/15,72,50/17,1008.1,16,134.9
3346,2018,10,新屋,27.4,34.4/16,20.3/30,103.1,12.7/50.0/25,22.9/80.0/16,80,50/30,1006.4,9,182.9
3347,2018,10,新竹,27.7,35.9/17,20.9/29,134.5,7.5/60.0/15,17.9/70.0/15,72,45/30,1005.8,11,188.9
3348,2018,10,臺中,28.3,35.2/17,22.4/30,20.0,6.3/10.0/9,16.5/350.0/28,74,40/29,998.4,7,203.3
3349,2018,10,梧棲,27.8,33.1/4,21.9/30,4.0,14.9/350.0/25,25.1/350.0/27,76,46/29,1005.6,2,218.9
3350,2018,10,日月潭,22.4,31.0/17,17.8/30,128.5,13.1/140.0/16,25.8/140.0/16,83,40/14,899.4,7,135.0
3351,2018,10,嘉義,28.1,34.6/17,20.4/30,118.5,8.3/20.0/29,14.0/10.0/29,78,52/30,1005.0,9,207.1
3352,2018,10,阿里山,14.1,21.5/14,9.5/19,258.9,6.1/130.0/16,18.8/150.0/16,93,39/14,764.0,15,110.7
3353,2018,10,玉山,7.1,18.3/20,1.4/7,227.3,21.1/120.0/16,45.3/110.0/15,83,12/26,643.6,12,166.3
3354,2018,10,臺南,28.9,34.0/14,24.3/30,31.0,11.6/350.0/29,21.0/350.0/29,73,49/30,1005.7,11,208.8
3355,2018,10,高雄,29.1,33.7/17,25.2/29,66.0,9.2/360.0/29,16.1/360.0/29,74,47/30,1007.8,10,214.0
3356,2018,10,恆春,28.1,33.0/1,24.3/11,281.0,13.1/40.0/15,27.4/40.0/15,80,47/27,1005.7,14,195.8
3357,2018,10,宜蘭,27.7,34.5/17,20.8/30,165.0,8.7/130.0/15,18.4/190.0/16,77,45/29,1008.8,13,170.0
3358,2018,10,蘇澳,27.3,32.0/7,22.3/30,432.5,11.8/130.0/15,24.2/70.0/9,77,45/29,1006.5,13,177.7
3359,2018,10,花蓮,27.7,33.3/14,21.3/30,199.0,10.4/70.0/24,20.2/50.0/24,80,58/25,1007.1,11,228.6
3360,2018,10,成功,26.9,33.0/5,22.8/27,479.4,9.9/30.0/25,20.8/210.0/15,79,59/13,1004.6,13,229.4
3361,2018,10,臺東,28.1,33.0/4,23.3/30,254.3,6.8/30.0/15,18.8/40.0/15,79,57/28,1007.9,11,230.2
3362,2018,10,大武,27.5,33.3/5,22.8/30,357.0,12.0/30.0/15,24.1/40.0/15,77,57/5,1007.5,15,207.2
3363,2018,10,蘭嶼,25.6,30.4/5,22.2/30,200.5,26.6/30.0/10,38.1/40.0/10,85,59/4,972.2,13,145.0
3364,2018,10,馬祖,26.4,32.5/20,20.5/9,14.5,10.8/70.0/16,20.0/60.0/16,80,47/29,1000.4,5,209.9
